# Accepted findings on corpus-public/. The files are third-party teaching material, not defect-free by
# construction, so a row here records a finding that is either a real defect in the upstream file (say so)
# or a false positive judged not worth changing the rule for. "*" in place of file:line accepts every
# finding of that rule. RuleEvaluationReportTest fails on a finding missing from this file and on a row
# that no longer fires.
#
# A reason that opens "rule limit:" marks a finding the rule should not have made, and so a candidate
# rule fix. Nothing in this folder may be edited: it is checked in byte-for-byte from upstream.
ruleId	file:line	reason
R001	cobol-programming-course/course4/cbl/EMPPAY.CBL:53	rule limit: CfgBuilder keeps a paragraph PERFORM's sequential edge beside its call edge, so reaching definitions takes a path that steps over PERFORM PAYMENT-WEEKLY at line 21 and enters SHOW-OUTPUT with EMP-PAY-WEEK unset. Every execution sets it at line 38.
R001	cobol-programming-course/course4/cbl/EMPPAY.CBL:54	rule limit: CfgBuilder keeps a paragraph PERFORM's sequential edge beside its call edge, so reaching definitions takes a path that steps over PERFORM PAYMENT-MONTHLY at line 22 and enters SHOW-OUTPUT with EMP-PAY-MONTH unset. Every execution sets it at line 46.
R002	cobol-programming-course/course2/cbl/COBOL.cobol:38	A real defect in the upstream file: INTEGER-FORM is declared and no statement of the program ever names it.
R002	cobol-programming-course/course3/debug/cbl/CBL0106.cbl:53	A real defect in the upstream file: OL-ACCT-NO is the first field of every OVERLIMIT row and nothing ever fills or reads it, while IS-OVERLIMIT fills the other four.
R002	cobol-programming-course/course3/debug/cbl/CBL0106C.cbl:54	The same unfilled OL-ACCT-NO, carried into the corrected version of the debugging lab.
R002	cobol-programming-course/course4/cbl/EMPPAY.CBL:7	A real defect in the upstream file: REC-COUNTER is declared and no statement of the program ever names it.
R004	cobol-programming-course/course2/cbl/ADDAMT.cobol:34	rule limit: three PIC 9(5) addends cannot sum past six digits, which TOTAL-OUT PIC 9(6) holds, but each addend arrives by ACCEPT and the interval analysis does not bound an accepted item by its own PICTURE, so the sum comes out unbounded.
R004	cobol-programming-course/course2/cbl/CBL0013.cobol:14	A real defect in the upstream file, and the point of the lab: DENOMINATOR is zero, so the DIVIDE abends where an ON SIZE ERROR phrase would have caught it.
R004	cobol-programming-course/course4/cbl/DEPTPAY.CBL:26	rule limit: the operands are the literals moved at lines 25 and 24 (111111.11 / 19 = 5848.00, which fits PIC 9(7)V99), but the interval evaluator returns an unbounded result for a division whatever its divisor.
R004	cobol-programming-course/course4/cbl/EMPPAY.CBL:38	rule limit: 19 * 23.50 * (1 + .25) is 557.81 at most and fits PIC 9(7)V99, but EMP-OT-RATE is set by MOVE ZERO on the ELSE branch and the interval analysis does not read the figurative constant ZERO as a value, so the product comes out unbounded.
R004	cobol-programming-course/course4/cbl/EMPPAY.CBL:46	rule limit: the same MOVE ZERO, this time into EMP-REWARD at line 45, leaves the monthly product unbounded; 557.81 * 4 * 1.50 fits PIC 9(7)V99.
R005	cobol-programming-course/course3/debug/cbl/CBL0106.cbl:165	A real defect in the upstream file, and the bug the debugging lab is built around: SUB1 starts at 1 and IS-OVERLIMIT adds 1 to it for every over-limit record with no check against the OCCURS 5 table.
R005	cobol-programming-course/course3/debug/cbl/CBL0106.cbl:166	A real defect in the upstream file, and the bug the debugging lab is built around: SUB1 starts at 1 and IS-OVERLIMIT adds 1 to it for every over-limit record with no check against the OCCURS 5 table.
R005	cobol-programming-course/course3/debug/cbl/CBL0106.cbl:167	A real defect in the upstream file, and the bug the debugging lab is built around: SUB1 starts at 1 and IS-OVERLIMIT adds 1 to it for every over-limit record with no check against the OCCURS 5 table.
R005	cobol-programming-course/course3/debug/cbl/CBL0106.cbl:168	A real defect in the upstream file, and the bug the debugging lab is built around: SUB1 starts at 1 and IS-OVERLIMIT adds 1 to it for every over-limit record with no check against the OCCURS 5 table.
R005	cobol-programming-course/course3/debug/cbl/CBL0106C.cbl:175	The corrected version guards the subscript at line 170 (IF SUB1 > OVERLIMIT-MAX ... STOP RUN); the interval analysis does not narrow on a branch, the same limit as CRP001:163 in corpus/baseline.tsv.
R005	cobol-programming-course/course3/debug/cbl/CBL0106C.cbl:176	The corrected version guards the subscript at line 170 (IF SUB1 > OVERLIMIT-MAX ... STOP RUN); the interval analysis does not narrow on a branch, the same limit as CRP001:163 in corpus/baseline.tsv.
R005	cobol-programming-course/course3/debug/cbl/CBL0106C.cbl:177	The corrected version guards the subscript at line 170 (IF SUB1 > OVERLIMIT-MAX ... STOP RUN); the interval analysis does not narrow on a branch, the same limit as CRP001:163 in corpus/baseline.tsv.
R005	cobol-programming-course/course3/debug/cbl/CBL0106C.cbl:178	The corrected version guards the subscript at line 170 (IF SUB1 > OVERLIMIT-MAX ... STOP RUN); the interval analysis does not narrow on a branch, the same limit as CRP001:163 in corpus/baseline.tsv.
R006	cobol-programming-course/course3/debug/cbl/CBL0106.cbl:165	True by the rule's reading: SUB1 is PIC 99, so it is converted to binary on every subscripted reference. A performance advisory on upstream teaching code, not worth a rule change.
R006	cobol-programming-course/course3/debug/cbl/CBL0106.cbl:166	True by the rule's reading: SUB1 is PIC 99, so it is converted to binary on every subscripted reference. A performance advisory on upstream teaching code, not worth a rule change.
R006	cobol-programming-course/course3/debug/cbl/CBL0106.cbl:167	True by the rule's reading: SUB1 is PIC 99, so it is converted to binary on every subscripted reference. A performance advisory on upstream teaching code, not worth a rule change.
R006	cobol-programming-course/course3/debug/cbl/CBL0106.cbl:168	True by the rule's reading: SUB1 is PIC 99, so it is converted to binary on every subscripted reference. A performance advisory on upstream teaching code, not worth a rule change.
R006	cobol-programming-course/course3/debug/cbl/CBL0106C.cbl:175	The same PIC 99 subscript, carried into the corrected version of the debugging lab.
R006	cobol-programming-course/course3/debug/cbl/CBL0106C.cbl:176	The same PIC 99 subscript, carried into the corrected version of the debugging lab.
R006	cobol-programming-course/course3/debug/cbl/CBL0106C.cbl:177	The same PIC 99 subscript, carried into the corrected version of the debugging lab.
R006	cobol-programming-course/course3/debug/cbl/CBL0106C.cbl:178	The same PIC 99 subscript, carried into the corrected version of the debugging lab.
R008	*	R008 is off by default; RuleEvaluationReportTest forces it on. Its 87 findings here are PERFORM statements that name a paragraph without THRU, the style the course teaches throughout, and no defect. Accepted wholesale as in corpus/baseline.tsv.
R011	cobol-programming-course/course2/cbl/CBL0033.cobol:69	A real finding the lab makes on purpose: 2000-READ-FIRST-RECORD ends with GO TO, and the file's own comment at line 72 says the DISPLAY that follows never runs.
R011	cobol-programming-course/course2/cbl/CBL0033.cobol:113	True: 3000-CLOSE-STOP ends with GOBACK, so the empty end-marker paragraph after it is never reached. The -END paragraphs are the visual delimiters the lab introduces at line 58.
R011	cobol-programming-course/course2/cbl/CBL0033.cobol:129	True: 5000-WRITE-RECORD is the THRU end of the ranges performed at lines 85 and 92, so control returns to the caller instead of falling into the empty 5000-WRITE-RECORD-END.
R012	*	rule limit: every one of the 11 findings is the priming-read loop the course teaches -- PERFORM READ-RECORD, then PERFORM UNTIL LASTREC = 'Y' with PERFORM READ-RECORD in the body -- where READ-RECORD sets LASTREC in its AT END phrase; R012 takes the loop body to be the nodes the loop header dominates, and READ-RECORD is also performed from before the loop, so the update is invisible to it.
R028	cobol-programming-course/course4/cbl/EMPPAY.CBL:38	rule limit: a product of non-negative operands cannot be negative; the interval comes out unbounded because EMP-OT-RATE is set by MOVE ZERO at line 37, which the interval analysis does not read as a value.
R028	cobol-programming-course/course4/cbl/EMPPAY.CBL:46	rule limit: the same MOVE ZERO into EMP-REWARD at line 45 leaves the monthly product unbounded, and an unbounded interval reaches below zero.
R029	cobol-programming-course/course3/cbl/CBLDB21.cbl:134	rule limit: the program's only mention of RETURN-CODE is a MOVE that sets the step's own return code, not a check of a callee's, and R029 counts any mention as evidence that the program checks RETURN-CODE. DSNTIAR reports through ERROR-TEXT, which the lines below do read.
R029	cobol-programming-course/course3/cbl/CBLDB22.cbl:191	rule limit: the program's only mention of RETURN-CODE is a MOVE that sets the step's own return code, not a check of a callee's, and R029 counts any mention as evidence that the program checks RETURN-CODE. DSNTIAR reports through ERROR-TEXT, which the lines below do read.
R029	cobol-programming-course/course3/cbl/CBLDB23.cbl:178	rule limit: the program's only mention of RETURN-CODE is a MOVE that sets the step's own return code, not a check of a callee's, and R029 counts any mention as evidence that the program checks RETURN-CODE. DSNTIAR reports through ERROR-TEXT, which the lines below do read.
R030	cobol-programming-course/course3/jcl/DB2SETUP.jcl:33	True by the rule's reading: DBRMLIB carries no COND, so it allocates the DBRM library even after the IEBCOPY step abends. A one-off setup job, so the course leaves it alone.
R030	cobol-programming-course/course4/jcl/DEPTPAY.JCL:10	True by the rule's reading: the compile step carries no COND and runs even after the OCOPY step fails to place the source.
R030	cobol-programming-course/course4/jcl/DEPTPAY.JCL:13	A real defect in the upstream file: RUN carries no COND, so it executes the previous load module when the compile before it has failed.
R032	cobol-programming-course/course2/jcl/COBRUN.jcl:16	A real defect in the upstream file: PRTDONE is DISP=(NEW,CATLG) with no abnormal disposition, so an abend leaves the dataset catalogued and the rerun fails on the duplicate name.
R032	cobol-programming-course/course3/jcl/DB2SETUP.jcl:34	A real defect in the upstream file: the DBRM library is allocated DISP=(,CATLG) with no abnormal disposition, so a failed setup has to be cleaned up by hand before a rerun.
R032	cobol-programming-course/course3/jcl/DBRMLIB.jcl:8	The same DISP=(,CATLG) allocation of the DBRM library, in the standalone member.
R037	cobol-programming-course/course3/cbl/CBLDB21.cbl:107	A real, latent defect in the upstream file: the DECLARE TABLE declares LIMIT and BALANCE without NOT NULL, and the row is fetched into CUSTOMER-RECORD with no indicator, so a NULL in either column would fail the statement with SQLCODE -305.
R037	cobol-programming-course/course3/cbl/CBLDB21.cbl:122	A real, latent defect in the upstream file: the DECLARE TABLE declares LIMIT and BALANCE without NOT NULL, and the row is fetched into CUSTOMER-RECORD with no indicator, so a NULL in either column would fail the statement with SQLCODE -305.
R037	cobol-programming-course/course3/cbl/CBLDB22.cbl:138	A real, latent defect in the upstream file: the DECLARE TABLE declares LIMIT and BALANCE without NOT NULL, and the row is fetched into CUSTOMER-RECORD with no indicator, so a NULL in either column would fail the statement with SQLCODE -305.
R037	cobol-programming-course/course3/cbl/CBLDB22.cbl:154	A real, latent defect in the upstream file: the DECLARE TABLE declares LIMIT and BALANCE without NOT NULL, and the row is fetched into CUSTOMER-RECORD with no indicator, so a NULL in either column would fail the statement with SQLCODE -305.
R037	cobol-programming-course/course3/cbl/CBLDB22.cbl:162	A real, latent defect in the upstream file: the DECLARE TABLE declares LIMIT and BALANCE without NOT NULL, and the row is fetched into CUSTOMER-RECORD with no indicator, so a NULL in either column would fail the statement with SQLCODE -305.
R037	cobol-programming-course/course3/cbl/CBLDB22.cbl:178	A real, latent defect in the upstream file: the DECLARE TABLE declares LIMIT and BALANCE without NOT NULL, and the row is fetched into CUSTOMER-RECORD with no indicator, so a NULL in either column would fail the statement with SQLCODE -305.
R037	cobol-programming-course/course3/cbl/CBLDB23.cbl:131	A real, latent defect in the upstream file: the DECLARE TABLE declares LIMIT and BALANCE without NOT NULL, and the row is fetched into CUSTOMER-RECORD with no indicator, so a NULL in either column would fail the statement with SQLCODE -305.
R037	cobol-programming-course/course3/cbl/CBLDB23.cbl:146	A real, latent defect in the upstream file: the DECLARE TABLE declares LIMIT and BALANCE without NOT NULL, and the row is fetched into CUSTOMER-RECORD with no indicator, so a NULL in either column would fail the statement with SQLCODE -305.
R037	cobol-programming-course/course3/cbl/CBLDB23.cbl:153	A real, latent defect in the upstream file: the DECLARE TABLE declares LIMIT and BALANCE without NOT NULL, and the row is fetched into CUSTOMER-RECORD with no indicator, so a NULL in either column would fail the statement with SQLCODE -305.
R037	cobol-programming-course/course3/cbl/CBLDB23.cbl:168	A real, latent defect in the upstream file: the DECLARE TABLE declares LIMIT and BALANCE without NOT NULL, and the row is fetched into CUSTOMER-RECORD with no indicator, so a NULL in either column would fail the statement with SQLCODE -305.
R048	cobol-programming-course/course2/jcl/CBL0002J.jcl:12	CBL0002.cobol is in this folder but the parser rejects it (see corpus-public/parse-report.md), so it is not among the analysed programs and the step that runs it looks like a call out of the analysis.
R048	cobol-programming-course/course2/jcl/CBL0007J.jcl:12	CBL0007.cobol is in this folder but the parser rejects it (see corpus-public/parse-report.md), so it is not among the analysed programs and the step that runs it looks like a call out of the analysis.
R048	cobol-programming-course/course2/jcl/CBL0009J.jcl:12	CBL0009.cobol is in this folder but the parser rejects it (see corpus-public/parse-report.md), so it is not among the analysed programs and the step that runs it looks like a call out of the analysis.
R048	cobol-programming-course/course2/jcl/CBL0012J.jcl:12	CBL0012.cobol is in this folder but the parser rejects it (see corpus-public/parse-report.md), so it is not among the analysed programs and the step that runs it looks like a call out of the analysis.
R048	cobol-programming-course/course2/jcl/COBRUN.jcl:12	COBEXEC is the load-module name the LKED.SYSLMOD DD at line 8 gives the program of COBOL.cobol, whose PROGRAM-ID is COBOL; the source is in this folder under the other name.
R048	cobol-programming-course/course2/jclproc/IGYWCL.jcl:6	rule limit: IGYCRCTL is the Enterprise COBOL compiler, invoked by the COBOL step of this PROC, and the linker's utilities list carries no language translator. The finding stands on the PROC member, so the one row covers every job that calls IGYWCL.
R048	cobol-programming-course/course2/jclproc/IGYWCL.jcl:31	rule limit: IEWBLINK is the z/OS binder, invoked by the LKED step of this PROC, and the linker's utilities list carries no binder. The finding stands on the PROC member, so the one row covers every job that calls IGYWCL.
R048	cobol-programming-course/course2/jclproc/IGYWCLG.jcl:6	rule limit: IGYCRCTL is the Enterprise COBOL compiler, invoked by the COBOL step of this PROC, and the linker's utilities list carries no language translator. The finding stands on the PROC member, so the one row covers every job that calls IGYWCLG.
R048	cobol-programming-course/course2/jclproc/IGYWCLG.jcl:33	rule limit: IEWBLINK is the z/OS binder, invoked by the LKED step of this PROC, and the linker's utilities list carries no binder. The finding stands on the PROC member, so the one row covers every job that calls IGYWCLG.
R048	cobol-programming-course/course2/jclproc/IGYWCLG.jcl:44	rule limit: PGM=*.LKED.SYSLMOD is a backward reference to the SYSLMOD DD of the LKED step, not a program name; it names the module just link-edited from &SRC, whose source is in this folder. The finding stands on the PROC member, so the one row covers every job that calls IGYWCLG.
R048	cobol-programming-course/course3/cbl/CBLDB21.cbl:134	rule limit: DSNTIAR is the Db2 message formatter, shipped as a load module in the Db2 libraries and never as source; the rule has no list of IBM-supplied CALL targets.
R048	cobol-programming-course/course3/cbl/CBLDB22.cbl:191	rule limit: DSNTIAR is the Db2 message formatter, shipped as a load module in the Db2 libraries and never as source; the rule has no list of IBM-supplied CALL targets.
R048	cobol-programming-course/course3/cbl/CBLDB23.cbl:178	rule limit: DSNTIAR is the Db2 message formatter, shipped as a load module in the Db2 libraries and never as source; the rule has no list of IBM-supplied CALL targets.
R048	cobol-programming-course/course3/jclproc/DB2CBL.jcl:9	rule limit: IGYCRCTL is the Enterprise COBOL compiler, invoked by the COBOL step of this PROC, and the linker's utilities list carries no language translator. The finding stands on the PROC member, so the one row covers every job that calls DB2CBL.
R048	cobol-programming-course/course3/jclproc/DB2CBL.jcl:41	rule limit: IEWBLINK is the z/OS binder, invoked by the LKED step of this PROC, and the linker's utilities list carries no binder. The finding stands on the PROC member, so the one row covers every job that calls DB2CBL.
R049	cobol-programming-course/course2/cbl/CBL0010.cobol:173	True by the rule's reading: ACCT-LIMIT is a USAGE DISPLAY field of the FD record and the program never tests it with NUMERIC before adding it, so non-numeric input data abends the COMPUTE. The lab that teaches USAGE says nothing about class tests.
R052	cobol-programming-course/course2/cbl/CBL0001.cobol:15	A real defect in the upstream file: CBL0003J.jcl:14 spells the DD ACCTREX while the program assigns ACCTREC, so the OPEN fails when CBL0001 is run from that job.
S001	cobol-programming-course/course3/cbl/CBLDB21.cbl:68	True by the rule's reading: the cursor selects * from the sample table and the program then relies on CUSTOMER-RECORD matching the column order. Upstream teaching code, and an advisory, so no rule change.
S001	cobol-programming-course/course3/cbl/CBLDB22.cbl:85	True by the rule's reading: the cursor selects * from the sample table and the program then relies on CUSTOMER-RECORD matching the column order. Upstream teaching code, and an advisory, so no rule change.
S001	cobol-programming-course/course3/cbl/CBLDB22.cbl:89	True by the rule's reading: the cursor selects * from the sample table and the program then relies on CUSTOMER-RECORD matching the column order. Upstream teaching code, and an advisory, so no rule change.
S001	cobol-programming-course/course3/cbl/CBLDB23.cbl:82	True by the rule's reading: the cursor selects * from the sample table and the program then relies on CUSTOMER-RECORD matching the column order. Upstream teaching code, and an advisory, so no rule change.
S001	cobol-programming-course/course3/cbl/CBLDB23.cbl:85	True by the rule's reading: the cursor selects * from the sample table and the program then relies on CUSTOMER-RECORD matching the column order. Upstream teaching code, and an advisory, so no rule change.
S004	cobol-programming-course/course3/cbl/CBLDB21.cbl:68	True by the rule's reading: the cursor only reads, and naming FOR FETCH ONLY would spare the row locks. Upstream teaching code, and an advisory, so no rule change.
S004	cobol-programming-course/course3/cbl/CBLDB22.cbl:85	True by the rule's reading: the cursor only reads, and naming FOR FETCH ONLY would spare the row locks. Upstream teaching code, and an advisory, so no rule change.
S004	cobol-programming-course/course3/cbl/CBLDB22.cbl:89	True by the rule's reading: the cursor only reads, and naming FOR FETCH ONLY would spare the row locks. Upstream teaching code, and an advisory, so no rule change.
S004	cobol-programming-course/course3/cbl/CBLDB23.cbl:82	True by the rule's reading: the cursor only reads, and naming FOR FETCH ONLY would spare the row locks. Upstream teaching code, and an advisory, so no rule change.
S004	cobol-programming-course/course3/cbl/CBLDB23.cbl:85	True by the rule's reading: the cursor only reads, and naming FOR FETCH ONLY would spare the row locks. Upstream teaching code, and an advisory, so no rule change.
